Filename	TrainValidateTest	Style	Genre	Artist
00477.jpg	train	portrait	Expressionism	Corneliu Baba
00478.jpg	train	portrait	Romanticism	Camille Corot
00479.jpg	train	self-portrait	Post-Impressionism	Theodor Pallady
00480.jpg	train	abstract	Lyrical Abstraction	Rene Duvillier
00481.jpg	train	landscape	Surrealism	Zdislav Beksinski
00482.jpg	train	portrait	Impressionism	Julian Alden Weir
00483.jpg	train	abstract	Minimalism	Yves Klein
00484.jpg	train	landscape	Romanticism	Taras Shevchenko
00485.jpg	train	portrait	Realism	Pavel Fedotov
00486.jpg	train	abstract	Art Informel	Antonio Sanfilippo
00487.jpg	train	abstract	Abstract Expressionism	Philip Guston
00488.jpg	train	portrait	Baroque	Frans Hals
00489.jpg	train	landscape	Expressionism	Constant Permeke
00490.jpg	train	portrait	Realism	Alexey Venetsianov
00491.jpg	train	portrait	Realism	John Singer Sargent
00492.jpg	train	landscape	Impressionism	Camille Pissarro
00493.jpg	train	abstract	Abstract Expressionism	Ulfert Wilke
00494.jpg	train	landscape	Yamato-e	Tosa Mitsuoki
00495.jpg	train	portrait	Realism	Giovanni Boldini
00496.jpg	train	abstract	Abstract Art	John Ferren
00497.jpg	train	abstract	Abstract Expressionism	Terry Frost
00498.jpg	train	portrait	Impressionism	Pierre-Auguste Renoir
00499.jpg	train	portrait	Realism	Alexey Venetsianov
00500.jpg	train	portrait	Impressionism	Federico Zandomeneghi
00501.jpg	train	abstract	Concretism	Max Bill
00502.jpg	train	portrait	Rococo	John Jackson
00503.jpg	train	abstract	Abstract Expressionism	Arshile Gorky
00504.jpg	train	portrait	Cubism	Juan Gris
00505.jpg	train	landscape	Post-Impressionism	Edvard Weie
00506.jpg	train	landscape	Magic Realism	Eyvind Earle
00507.jpg	train	landscape	Abstract Expressionism	George Stefanescu-Ramnic 
00508.jpg	train	portrait	Neo-Romanticism	Edwin Dickinson
00509.jpg	train	abstract	Op Art	Ward Jackson
00510.jpg	train	portrait	Expressionism	Zinaida Serebriakova
00511.jpg	train	landscape	Impressionism	Robert Julian Onderdonk
00512.jpg	train	portrait	Impressionism	Edmund Charles Tarbell
00513.jpg	train	abstract	Minimalism	Agnes Martin
00514.jpg	train	portrait	Impressionism	Berthe Morisot
00515.jpg	train	portrait	Realism	Giovanni Boldini
00516.jpg	train	landscape	Realism	Ivan Shishkin
00517.jpg	train	landscape	Symbolism	Konstantin Vasilyev
00518.jpg	train	portrait	Realism	Alexey Venetsianov
00519.jpg	train	landscape	Romanticism	Paul Cezanne
00520.jpg	train	abstract	Art Informel	Emilio Scanavino
00521.jpg	train	abstract	Nouveau Réalisme	II
00522.jpg	train	landscape	Symbolism	Nicholas Roerich
00523.jpg	train	portrait	Expressionism	Zinaida Serebriakova
00524.jpg	train	portrait	Surrealism	Rene Magritte
00525.jpg	train	portrait	Baroque	Juan de Valdes Leal
00526.jpg	train	portrait	Realism	John Singer Sargent
00527.jpg	train	portrait	Baroque	Anthony van Dyck
00528.jpg	train	portrait	Rococo	Thomas Lawrence
00529.jpg	train	landscape	Impressionism	Childe Hassam
00530.jpg	train	portrait	Japonism	Ernst Ludwig Kirchner
00531.jpg	train	abstract	Art Informel	Wols
00532.jpg	train	landscape	Fauvism	Martiros Saryan
00533.jpg	train	portrait	Neoclassicism	Jean Auguste Dominique Ingres
00534.jpg	train	landscape	Expressionism	Martiros Saryan
00535.jpg	train	landscape	Expressionism	Karl Schrag
00536.jpg	train	landscape	Magic Realism	Eyvind Earle
00537.jpg	train	portrait	Romanticism	Vasily Tropinin
00538.jpg	train	landscape	Impressionism	Willard Metcalf
00539.jpg	train	abstract	Hard Edge Painting	Al Held
00540.jpg	train	portrait	Rococo	William Hogarth
00541.jpg	train	self-portrait	Realism	Vasily Perov
00542.jpg	train	landscape	Fauvism	Emilio Grau Sala
00543.jpg	train	portrait	Romanticism	Joseph Wright
00544.jpg	train	portrait	Rococo	Allan Ramsay
00545.jpg	train	abstract	Tachisme	Aurel Cojan
00546.jpg	train	abstract	Hard Edge Painting	Al Held
00547.jpg	train	portrait	Neoclassicism	Theodore Chasseriau
00548.jpg	train	portrait	Impressionism	Valentin Serov
00549.jpg	train	portrait	Expressionism	Iosif Iser
00550.jpg	train	portrait	Romanticism	Karl Bodmer
00551.jpg	train	abstract	Tachisme	Alexandre Istrati
00552.jpg	train	landscape	Impressionism	Berthe Morisot
00553.jpg	train	landscape	Naïve Art (Primitivism)	Candido Portinari
00554.jpg	train	portrait	Magic Realism	Tsuguharu Foujita
00555.jpg	train	abstract	Art Informel	Mario Schifano
00556.jpg	train	portrait	Realism	Ilya Repin
00557.jpg	train	portrait	Art Nouveau (Modern)	Raphael Kirchner
00558.jpg	train	portrait	Romanticism	Pierre-Paul Prud'hon
00559.jpg	train	landscape	Realism	Aleksey Savrasov
00560.jpg	train	portrait	Impressionism	Maurice Prendergast
00561.jpg	train	portrait	Northern Renaissance	Jan van Eyck
00562.jpg	train	abstract	Dada	Jean Arp
00563.jpg	train	portrait	Fauvism	Bela Czobel
00564.jpg	train	portrait	Realism	Konstantin Somov
00565.jpg	train	abstract	Op Art	Weiss auf Schwarz
00566.jpg	train	landscape	Art Nouveau (Modern)	Jacek Malczewski
00567.jpg	train	portrait	High Renaissance	Giovanni Antonio Boltraffio
00568.jpg	train	portrait	Expressionism	Paul Delvaux
00569.jpg	train	landscape	Post-Impressionism	Adam Baltatu
00570.jpg	train	portrait	Northern Renaissance	Albrecht Durer
00571.jpg	train	portrait	Expressionism	Egon Schiele
00572.jpg	train	portrait	Baroque	Diego Velazquez
00573.jpg	train	portrait	Romanticism	Charles M. Russell
00574.jpg	train	portrait	Post-Impressionism	Henri de Toulouse-Lautrec
00575.jpg	train	abstract	Abstract Expressionism	George Stefanescu-Ramnic 
00576.jpg	train	landscape	Romanticism	William Turner
00577.jpg	train	portrait	Rococo	Dmitry Levitzky
00578.jpg	train	landscape	Post-Impressionism	Henri-Edmond Cross
00579.jpg	train	landscape	Impressionism	Childe Hassam
00580.jpg	train	portrait	Academicism	George Demetrescu Mirea
00581.jpg	train	abstract	Hard Edge Painting	Josef Albers
00582.jpg	train	abstract	Tachisme	Maria Helena Vieira da Silva
00583.jpg	train	portrait	Pop Art	Andy Warhol
00584.jpg	train	portrait	Impressionism	Pierre-Auguste Renoir
00585.jpg	train	self-portrait	Rococo	Maurice Quentin de La Tour
00586.jpg	train	abstract	Tachisme	Alexandre Istrati
00587.jpg	train	landscape	Impressionism	Paul Signac
00588.jpg	train	portrait	Rococo	Vladimir Borovikovsky
00589.jpg	train	abstract	Abstract Art	Tihamer Gyarmathy
00590.jpg	train	portrait	Expressionism	Lucian Freud
00591.jpg	train	portrait	Baroque	Anthony van Dyck
00592.jpg	train	self-portrait	Post-Impressionism	Vincent van Gogh
00593.jpg	train	portrait	Naïve Art (Primitivism)	David Burliuk
00594.jpg	train	portrait	Realism	John Everett Millais
00595.jpg	train	portrait	Neo-Expressionism	David Park
00596.jpg	train	abstract	Hard Edge Painting	Alexander Liberman
00597.jpg	train	landscape	Realism	Jose Maria Velasco
00598.jpg	train	portrait	Orientalism	Francesco Hayez
00599.jpg	train	landscape	Impressionism	Willard Metcalf
00600.jpg	train	landscape	Impressionism	John Henry Twachtman
00601.jpg	train	landscape	Impressionism	Paul Gauguin
00602.jpg	train	portrait	High Renaissance	Dosso Dossi
00603.jpg	train	abstract	Abstract Expressionism	Gene Davis
00604.jpg	train	abstract	Abstract Expressionism	Philip Guston
00605.jpg	train	landscape	Expressionism	Ottone Rosai
00606.jpg	train	landscape	Symbolism	Nicholas Roerich
00607.jpg	train	landscape	Impressionism	Alfred Sisley
00608.jpg	train	portrait	Expressionism	Lucian Freud
00609.jpg	train	landscape	Symbolism	Konstantin Bogaevsky
00610.jpg	train	abstract	Abstract Expressionism	Jimmy Ernst
00611.jpg	train	portrait	Expressionism	Edvard Munch
00612.jpg	train	landscape	Nanga (Bunjinga)	Ike no Taiga
00613.jpg	train	portrait	Rococo	Thomas Lawrence
00614.jpg	train	portrait	Naïve Art (Primitivism)	John Bradley
00615.jpg	train	portrait	Rococo	Benjamin West
00616.jpg	train	abstract	Abstract Art	69
00617.jpg	train	landscape	Realism	Gustave Courbet
00618.jpg	train	portrait	Romanticism	Jan Matejko
00619.jpg	train	landscape	Luminism	Albert Bierstadt
00620.jpg	train	portrait	Rococo	George Romney
00621.jpg	train	portrait	Post-Impressionism	Anita Malfatti
00622.jpg	train	landscape	Post-Impressionism	Kuzma Petrov-Vodkin
00623.jpg	train	portrait	Expressionism	Yiannis Tsaroychis
00624.jpg	train	landscape	Romanticism	Thomas Hill
00625.jpg	train	portrait	Neo-Expressionism	Paul Wonner
00626.jpg	train	portrait	Romanticism	Vasily Tropinin
00627.jpg	train	self-portrait	Naïve Art (Primitivism)	Frida Kahlo
00628.jpg	train	abstract	Minimalism	Agnes Martin
00629.jpg	train	portrait	Art Nouveau (Modern)	Egon Schiele
00630.jpg	train	abstract	Minimalism	Rudolf de Crignis
00631.jpg	train	landscape	Ink and wash painting	Qi Baishi
00632.jpg	train	landscape	Symbolism	Nicholas Roerich
00633.jpg	train	landscape	Pointillism	Jacoba van Heemskerck
00634.jpg	train	portrait	Baroque	Frans Hals
00635.jpg	train	landscape	Post-Impressionism	Konstantin Yuon
00636.jpg	train	landscape	Realism	Charles-Francois Daubigny
00637.jpg	train	portrait	Rococo	Joshua Reynolds
00638.jpg	train	abstract	Art Informel	Natalia Dumitresco
00639.jpg	train	landscape	Expressionism	Abraham Manievich
00640.jpg	train	self-portrait	Tonalism	James McNeill Whistler
00641.jpg	train	portrait	Art Nouveau (Modern)	Zinaida Serebriakova
00642.jpg	train	abstract	Lyrical Abstraction	Warren Rohrer
00643.jpg	train	portrait	Romanticism	Paul Kane
00644.jpg	train	portrait	Rococo	Thomas Gainsborough
00645.jpg	train	landscape	Pointillism	Camille Pissarro
00646.jpg	train	landscape		Narcisse-Virgilio Diaz
00647.jpg	train	abstract	Abstract Art	Otto Freundlich
00648.jpg	train	abstract	Action painting	Norman Bluhm
00649.jpg	train	landscape	Realism	Camille Corot
00650.jpg	train	abstract	Abstract Art	Paul Klee
00651.jpg	train	landscape	Realism	Johan Hendrik Weissenbruch
00652.jpg	train	portrait	Expressionism	Marie Laurencin
00653.jpg	train	landscape	Realism	Volodymyr Orlovsky
00654.jpg	train	abstract	Concretism	Lennart Rodhe
00655.jpg	train	abstract	Art Informel	Alfred Manessier
00656.jpg	train	landscape	Realism	Jose Maria Velasco
00657.jpg	train	abstract	Tachisme	Jean Dubuffet
00658.jpg	train	landscape	Symbolism	Mikalojus Ciurlionis
00659.jpg	train	abstract	Concretism	Friedrich Vordemberge-Gildewart
00660.jpg	train	abstract	Abstract Expressionism	Sam Francis
00661.jpg	train	portrait	Purism	Jean Metzinger
00662.jpg	train	landscape	Expressionism	Anita Malfatti
00663.jpg	train	landscape	Post-Impressionism	Max Pechstein
00664.jpg	train	landscape	Impressionism	Alfred Sisley
00665.jpg	train	portrait	Surrealism	Lucian Freud
00666.jpg	train	portrait	Baroque	Peter Paul Rubens
00667.jpg	train	self-portrait	Realism	Martiros Saryan
00668.jpg	train	self-portrait	Expressionism	Ottone Rosai
00669.jpg	train	abstract	Tachisme	Simon Hantai
00670.jpg	train	abstract	Neo-Dada	Dieter Roth
00671.jpg	train	landscape	Baroque	Adriaen Brouwer
00672.jpg	train	portrait	Mannerism (Late Renaissance)	Parmigianino
00673.jpg	train	portrait	Romanticism	Edward R. Taylor
00674.jpg	train	portrait	Expressionism	Amedeo Modigliani
00675.jpg	train	landscape	Realism	Isaac Levitan
00676.jpg	train	landscape	Impressionism	Alfred Sisley
00677.jpg	train	landscape	Symbolism	Nicholas Roerich
00678.jpg	train	abstract	Surrealism	Arshile Gorky
00679.jpg	train	abstract	Art Informel	Bernard Schultze
00680.jpg	train	portrait	Baroque	Joshua Reynolds
00681.jpg	train	landscape	Impressionism	Guy Rose
00682.jpg	train	self-portrait	Expressionism	Egon Schiele
00683.jpg	train	landscape	Ink and wash painting	Wu Guanzhong
00684.jpg	train	abstract	Post-Painterly Abstraction	Sol LeWitt
00685.jpg	train	landscape	Northern Renaissance	Joachim Patinir
00686.jpg	train	landscape	Magic Realism	Eyvind Earle
00687.jpg	train	portrait	Rococo	Vladimir Borovikovsky
00688.jpg	train	abstract	Art Informel	Maurice Esteve
00689.jpg	train	landscape	Realism	Ivan Shishkin
00690.jpg	train	portrait	Art Deco	Tamara de Lempicka
00691.jpg	train	abstract	Post-Painterly Abstraction	Kuno Gonschior
00692.jpg	train	abstract	Art Informel	Aurel Cojan
00693.jpg	train	landscape	Romanticism	John Ruskin
00694.jpg	train	portrait	Academicism	Christina Robertson
00695.jpg	train	abstract	Art Informel	Antonio Sanfilippo
00696.jpg	train	portrait	Rococo	John Jackson
00697.jpg	train	abstract	Color Field Painting	SF78-235
00698.jpg	train	landscape	Divisionism	Henri Martin
00699.jpg	train	landscape	Impressionism	Berthe Morisot
00700.jpg	train	abstract	Abstract Expressionism	Mark Rothko
00701.jpg	train	portrait	Neo-Romanticism	Stanley Spencer
00702.jpg	train	landscape	Realism	Isaac Levitan
00703.jpg	train	portrait	Neo-Romanticism	Stanley Spencer
00704.jpg	train	portrait	High Renaissance	Raphael
00705.jpg	train	abstract	Post-Painterly Abstraction	Jeremy Moon
00706.jpg	train	landscape	Surrealism	Sven Jonson
00707.jpg	train	landscape	Impressionism	Childe Hassam
00708.jpg	train	landscape	Fauvism	David Burliuk
00709.jpg	train	portrait	Expressionism	Paula Modersohn-Becker
00710.jpg	train	portrait	Rococo	Carl-Ludwig Johann Christineck
00711.jpg	train	abstract	Art Informel	Antoni Tapies
00712.jpg	train	portrait	Realism	Camille Corot
00713.jpg	train	landscape	Dada	Laszlo Moholy-Nagy
00714.jpg	train	landscape	Romanticism	Ivan Aivazovsky
00715.jpg	train	portrait	Baroque	Johannes Vermeer
00716.jpg	train	portrait	Art Informel	Ivan Serpa
00717.jpg	train	portrait	Expressionism	Andre Derain
00718.jpg	train	portrait	Magic Realism	Felix Vallotton 
00719.jpg	train	portrait	Impressionism	Camille Pissarro
00720.jpg	train	portrait	Realism	Mary Cassatt
00721.jpg	train	landscape	Realism	Arkhip Kuindzhi
00722.jpg	train	portrait	Art Nouveau (Modern)	Mikhail Vrubel
00723.jpg	train	portrait	Impressionism	Konstantin Makovsky
00724.jpg	train	landscape	Surrealism	Josef Sima
00725.jpg	train	landscape	Impressionism	Claude Monet
00726.jpg	train	abstract	Dada	Hans Richter
00727.jpg	train	landscape	Expressionism	Karl Schrag
00728.jpg	train	abstract	New European Painting	Sigmar Polke
00729.jpg	train	abstract	Abstract Expressionism	William Baziotes
00730.jpg	train	landscape	Cubism	Auguste Herbin
00731.jpg	train	landscape	Impressionism	Claude Monet
00732.jpg	train	abstract	Abstract Art	Tihamer Gyarmathy
00733.jpg	train	landscape	Art Nouveau (Modern)	Gustav Klimt
00734.jpg	train	landscape	Romanticism	Ferdinand Georg Waldmüller
00735.jpg	train	abstract	Abstract Art	Paul Klee
00736.jpg	train	portrait	Rococo	Vladimir Borovikovsky
00737.jpg	train	portrait	Regionalism	Grant Wood
00738.jpg	train	self-portrait	Existential Art	Germaine Richier
00739.jpg	train	landscape	Post-Impressionism	Santiago Rusinol
00740.jpg	train	landscape	Impressionism	Willard Metcalf
00741.jpg	train	abstract	Suprematism	Kazimir Malevich
00742.jpg	train	portrait	Neoclassicism	Jean Auguste Dominique Ingres
00743.jpg	train	landscape	Post-Impressionism	Paul Gauguin
00744.jpg	train	portrait	Post-Impressionism	Istvan Nagy
00745.jpg	train	abstract	Art Informel	Luciano Bartolini
00746.jpg	train	portrait	Realism	Vincent van Gogh
00747.jpg	train	landscape	Expressionism	Ernst Ludwig Kirchner
00748.jpg	train	portrait	Surrealism	Salvador Dali
00749.jpg	train	portrait	Realism	Ilya Repin
00750.jpg	train	landscape	Expressionism	Martiros Saryan
00751.jpg	train	landscape	Baroque	Peter Paul Rubens
00752.jpg	train	abstract	Conceptual Art	Walter Battiss
00753.jpg	train	portrait	Cubism	Juan Gris
00754.jpg	train	portrait	Art Nouveau (Modern)	Henri de Toulouse-Lautrec
00755.jpg	train	portrait	Art Nouveau (Modern)	Alphonse Mucha
00756.jpg	train	landscape	Impressionism	Paul Gauguin
00757.jpg	train	portrait	Tenebrism	Jusepe de Ribera
00758.jpg	train	landscape	Sōsaku hanga	Asano Takeji
00759.jpg	train	portrait	Realism	James McNeill Whistler
00760.jpg	train	portrait	Romanticism	Dante Gabriel Rossetti
00761.jpg	train	self-portrait	Expressionism	Zinaida Serebriakova
00762.jpg	train	portrait	Expressionism	Amedeo Modigliani
00763.jpg	train	portrait	Art Nouveau (Modern)	Aubrey Beardsley
00764.jpg	train	portrait	American Realism	Robert Henri
00765.jpg	train	portrait	Romanticism	Karl Bryullov
00766.jpg	train	portrait	Surrealism	Lucian Freud
00767.jpg	train	abstract	Tachisme	Asger Jorn
00768.jpg	train	landscape	Impressionism	William Merritt Chase
00769.jpg	train	abstract	Expressionism	Clyfford Still
00770.jpg	train	portrait	Rococo	Maurice Quentin de La Tour
00771.jpg	train	abstract	Op Art	Electrique transparence
00772.jpg	train	portrait	Realism	William-Adolphe Bouguereau
00773.jpg	train	portrait	Pop Art	Patrick Procktor
00774.jpg	train	self-portrait	Romanticism	Paul Kane
00775.jpg	train	self-portrait	Realism	Boris Kustodiev
00776.jpg	train	portrait	Impressionism	Anders Zorn
00777.jpg	train	landscape	Impressionism	Thomas Pollock Anshutz
00778.jpg	train	abstract	Color Field Painting	Sam Francis
00779.jpg	train	abstract	Color Field Painting	Clyfford Still
00780.jpg	train	landscape	American Realism	George Bellows
00781.jpg	train	portrait	Realism	Charles Hermans
00782.jpg	train	portrait	Contemporary Realism	Konstantin Vasilyev
00783.jpg	train	portrait	Neoclassicism	Franz Xaver Winterhalter
00784.jpg	train	landscape	Realism	Gustave Courbet
00785.jpg	train	landscape	Romanticism	David Cox
00786.jpg	train	landscape	Romanticism	Maxim Vorobiev
00787.jpg	train	portrait	Realism	Vladimir Makovsky
00788.jpg	train	portrait	Mannerism (Late Renaissance)	Lavinia Fontana
00789.jpg	train	landscape	Romanticism	John Constable
00790.jpg	train	portrait	International Gothic	Gentile da Fabriano
00791.jpg	train	portrait	Rococo	Vladimir Borovikovsky
00792.jpg	train	landscape	Post-Impressionism	Aristarkh Lentulov
00793.jpg	train	landscape	Romanticism	Ivan Aivazovsky
00794.jpg	train	portrait	Post-Impressionism	Henri Matisse
00795.jpg	train	portrait	Romanticism	Camille Corot
00796.jpg	train	landscape	Realism	Vasily Polenov
00797.jpg	train	abstract	Post-Painterly Abstraction	Sam Francis
00798.jpg	train	abstract	Concretism	Marcelle Cahn
00799.jpg	train	portrait	Baroque	Gerrit Dou
00800.jpg	train	landscape	Rococo	George Lambert
00801.jpg	train	landscape	Realism	Ivan Shishkin
00802.jpg	train	abstract	Neoplasticism	Georges Vantongerloo
00803.jpg	train	portrait	Cubism	Fernand Leger
00804.jpg	train	landscape	Impressionism	Camille Pissarro
00805.jpg	train	landscape	Realism	Pyotr Konchalovsky
00806.jpg	train	portrait	Baroque	Frans Hals
00807.jpg	train	portrait	Post-Impressionism	Pablo Picasso
